Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
negative regulation of insulin secretion (GO:0046676)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	PTPN11
modification by host of symbiont morphology or physiology (GO:0051851)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	TFAP4
cellular response to glucocorticoid stimulus (GO:0071385)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	TFAP4
2'-deoxyribonucleotide metabolic process (GO:0009394)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	DTYMK
inactivation of MAPK activity (GO:0000188)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	SPRED1
mitotic spindle organization (GO:0007052)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	RAN
membrane protein proteolysis (GO:0033619)	1/31	0.259795579687011	1	0	0	3.34280461307037	4.50563325817183	RBMX
regulation of ubiquitin-protein transferase activity (GO:0051438)	2/103	0.261985268765741	1	0	0	2.01217365058605	2.69524020903816	ANAPC7;ANAPC10
protein catabolic process (GO:0030163)	4/269	0.262048503030854	1	0	0	1.5409210855789	2.06364106752362	ANAPC7;KEAP1;RAD23B;ANAPC10
guanosine-containing compound metabolic process (GO:1901068)	4/269	0.262048503030854	1	0	0	1.5409210855789	2.06364106752362	ATL2;NME2;RAN;NME1
monocarboxylic acid transport (GO:0015718)	2/104	0.26556172211385	1	0	0	1.99282582702272	2.6423036873519	SLC16A1;SLC16A6
multi-organism localization (GO:1902579)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	RAN
intracellular protein transmembrane transport (GO:0065002)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	TIMM9
positive regulation of nitric oxide biosynthetic process (GO:0045429)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	HSP90AB1
intracellular transport of virus (GO:0075733)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	RAN
multi-organism transport (GO:0044766)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	RAN
multi-organism intracellular transport (GO:1902583)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	RAN
one-carbon metabolic process (GO:0006730)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	MAT2A
regulation of cell size (GO:0008361)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	HSP90AB1
transport of virus (GO:0046794)	1/32	0.266949630499665	1	0	0	3.23834196891192	4.27686297989796	RAN
intracellular receptor signaling pathway (GO:0030522)	3/186	0.267471291223448	1	0	0	1.67140230653518	2.2041501603455	KDM3A;HSP90AB1;RAN
response to ketone (GO:1901654)	2/105	0.269138231353982	1	0	0	1.97384653343203	2.59073310666172	TFAP4;NME1
hexose metabolic process (GO:0019318)	3/187	0.270078052140682	1	0	0	1.66246432628633	2.17623941662584	AGL;SLC25A12;ATF4
regulation of neuron apoptotic process (GO:0043523)	3/188	0.272687726062462	1	0	0	1.65362143093374	2.14876198723745	HSP90AB1;ADNP;ATF4
cell growth (GO:0016049)	2/106	0.272714464046215	1	0	0	1.9552253397204	2.54048284367394	KMT2D;NOP58
peptide hormone processing (GO:0016486)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	ECE2
deoxyribose phosphate metabolic process (GO:0019692)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	DTYMK
regulation of carbohydrate catabolic process (GO:0043470)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	OGT
regulation of cellular carbohydrate catabolic process (GO:0043471)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	OGT
positive regulation of reproductive process (GO:2000243)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	CITED2
DNA replication-independent nucleosome organization (GO:0034724)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	NPM1
positive regulation of DNA binding (GO:0043388)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	NME1
cellular response to corticosteroid stimulus (GO:0071384)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	TFAP4
interaction with symbiont (GO:0051702)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	TFAP4
regulation of bone resorption (GO:0045124)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	TFRC
spleen development (GO:0048536)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	CITED2
DNA replication-independent nucleosome assembly (GO:0006336)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	NPM1
transferrin transport (GO:0033572)	1/33	0.27403489234861	1	0	0	3.1402103940964	4.06500184130531	TFRC
regulation of chromatin organization (GO:1902275)	2/107	0.27629009409327	1	0	0	1.93695220570432	2.49150917571511	KDM3A;OGT
positive regulation of cell growth (GO:0030307)	2/107	0.27629009409327	1	0	0	1.93695220570432	2.49150917571511	NOL8;INO80
negative regulation of catabolic process (GO:0009895)	3/190	0.277915221057578	1	0	0	1.63621488955549	2.09507363843883	HSP90AB1;ANAPC7;ANAPC10
mitotic cell cycle phase transition (GO:0044772)	4/277	0.279099639678082	1	0	0	1.4964179495333	1.90970827998634	PPAT;RPS6;MCM3;YWHAG
response to interferon-gamma (GO:0034341)	2/108	0.279864801716764	1	0	0	1.91901746305891	2.44377018505955	SYNCRIP;PTPN11
regulation of ligase activity (GO:0051340)	2/108	0.279864801716764	1	0	0	1.91901746305891	2.44377018505955	ANAPC7;ANAPC10
negative regulation of epithelial cell differentiation (GO:0030857)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	SRSF6
ephrin receptor signaling pathway (GO:0048013)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	PTPN11
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	YWHAG
embryonic forelimb morphogenesis (GO:0035115)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	RDH10
ribosome biogenesis (GO:0042254)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	MRTO4
negative regulation of chromatin modification (GO:1903309)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	KDM3A
cholesterol biosynthetic process (GO:0006695)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	CNBP
regulation of DNA-dependent DNA replication (GO:0090329)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	INO80
T cell differentiation in thymus (GO:0033077)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	RPS6
face morphogenesis (GO:0060325)	1/34	0.281052023274776	1	0	0	3.04785126485827	3.86838003832618	PTPN11
cell cycle phase transition (GO:0044770)	4/280	0.285540670633266	1	0	0	1.48038490007402	1.85547121535857	PPAT;RPS6;MCM3;YWHAG
positive regulation of glucose transport (GO:0010828)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	PTPN11
maternal process involved in female pregnancy (GO:0060135)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	PPAT
negative regulation of peptide hormone secretion (GO:0090278)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	PTPN11
ferric iron transport (GO:0015682)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	TFRC
regulation of endocrine process (GO:0044060)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	PTPN11
metanephros development (GO:0001656)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	RDH10
trivalent inorganic cation transport (GO:0072512)	1/35	0.288001675054153	1	0	0	2.96076980014804	3.6855336275436	TFRC
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	2/111	0.290580283681622	1	0	0	1.86715212621948	2.3075673380562	TFAP4;ANP32B
positive regulation of cell projection organization (GO:0031346)	3/195	0.291024696888606	1	0	0	1.59426066161817	1.96787109825238	FBXW8;ARHGDIA;NME1
DNA recombination (GO:0006310)	3/196	0.293652432841718	1	0	0	1.58612667865073	1.94357366852046	POLD2;NABP1;INO80
gonad development (GO:0008406)	2/112	0.294148225349724	1	0	0	1.85048112509252	2.26438096009838	CITED2;RDH10
response to cadmium ion (GO:0046686)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	DTYMK
binding of sperm to zona pellucida (GO:0007339)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	CCT5
regulation of gluconeogenesis (GO:0006111)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	OGT
deoxyribonucleotide metabolic process (GO:0009262)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	DTYMK
B cell proliferation (GO:0042100)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	CTPS1
regulation of cell adhesion mediated by integrin (GO:0033628)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	PTPN11
response to cold (GO:0009409)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	RBM3
regulation of insulin receptor signaling pathway (GO:0046626)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	OGT
negative regulation of peptide secretion (GO:0002792)	1/36	0.294884493263847	1	0	0	2.87852619458837	3.51517428778209	PTPN11
protein-DNA complex assembly (GO:0065004)	2/113	0.297713736221358	1	0	0	1.83410518593241	2.22224379085975	NPM1;ANP32B
double-strand break repair (GO:0006302)	2/114	0.301276532165922	1	0	0	1.81801654395055	2.18112303331642	NABP1;INO80
mitotic nuclear envelope disassembly (GO:0007077)	1/37	0.30170111724704	1	0	0	2.80072818932923	3.35616420571858	NUP35
female gamete generation (GO:0007292)	1/37	0.30170111724704	1	0	0	2.80072818932923	3.35616420571858	KMT2D
negative regulation of cell adhesion (GO:0007162)	2/115	0.304836334686309	1	0	0	1.80220770443794	2.14098716645366	ARHGDIA;PTPN11
cellular response to glucose stimulus (GO:0071333)	1/38	0.308452180328319	1	0	0	2.72702481592582	3.20749510414784	NME1
genitalia development (GO:0048806)	1/38	0.308452180328319	1	0	0	2.72702481592582	3.20749510414784	PTPN11
Golgi vesicle transport (GO:0048193)	3/202	0.309448072528586	1	0	0	1.53901400502745	1.8052095308831	AP4M1;ATL2;TXNDC5
nuclear envelope disassembly (GO:0051081)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	NUP35
positive regulation of cell-cell adhesion (GO:0022409)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	CITED2
positive regulation of dendrite development (GO:1900006)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	FBXW8
spindle assembly (GO:0051225)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	INO80
membrane disassembly (GO:0030397)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	NUP35
hippocampus development (GO:0021766)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	NME1
positive regulation of receptor-mediated endocytosis (GO:0048260)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	HNRNPK
regulation of oxidative stress-induced cell death (GO:1903201)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	ATF4
sterol biosynthetic process (GO:0016126)	1/39	0.31513830984104	1	0	0	2.65710110269696	3.06827064610861	CNBP
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	3/205	0.317358628519946	1	0	0	1.51649184885631	1.74051230781727	ANAPC7;RAD23B;ANAPC10
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	2/119	0.319040234556031	1	0	0	1.74162929420473	1.98970358691297	TFAP4;ANP32B
purine nucleobase metabolic process (GO:0006144)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	PPAT
outflow tract morphogenesis (GO:0003151)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	CITED2
forelimb morphogenesis (GO:0035136)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	RDH10
cellular response to hexose stimulus (GO:0071331)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	NME1
negative regulation of myeloid leukocyte differentiation (GO:0002762)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	NME1
response to amine (GO:0014075)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	NME1
regulation of bone remodeling (GO:0046850)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	TFRC
cardiocyte differentiation (GO:0035051)	1/40	0.321760127104295	1	0	0	2.59067357512953	2.9376916008539	ECE2
positive regulation of cell division (GO:0051781)	2/120	0.322581085088963	1	0	0	1.72711571675302	1.95406001332685	PHIP;YBX1
response to exogenous dsRNA (GO:0043330)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	DDX21
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	YWHAG
thymus development (GO:0048538)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	CITED2
triglyceride biosynthetic process (GO:0019432)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	FASN
cellular response to monosaccharide stimulus (GO:0071326)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	NME1
oligosaccharide metabolic process (GO:0009311)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	MGAT4B
negative regulation of muscle cell differentiation (GO:0051148)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	YBX1
primary alcohol metabolic process (GO:0034308)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	RDH10
protein peptidyl-prolyl isomerization (GO:0000413)	1/41	0.328318247549067	1	0	0	2.52748641476052	2.81504328089169	PPIA
small molecule biosynthetic process (GO:0044283)	5/394	0.33196309231852	1	0	0	1.31506272849215	1.45016107409134	KDM3A;MAT2A;RDH10;FASN;CNBP
positive regulation of multi-organism process (GO:0043902)	2/123	0.333175376830483	1	0	0	1.68499094317368	1.85195041153932	TFAP4;PPIA
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	2/123	0.333175376830483	1	0	0	1.68499094317368	1.85195041153932	FBXW8;ARHGDIA
base-excision repair (GO:0006284)	1/42	0.334813280666199	1	0	0	2.46730816679003	2.69968485983663	POLD2
positive regulation of mitosis (GO:0045840)	1/42	0.334813280666199	1	0	0	2.46730816679003	2.69968485983663	PHIP
negative regulation of DNA binding (GO:0043392)	1/42	0.334813280666199	1	0	0	2.46730816679003	2.69968485983663	TFAP4
multicellular organismal reproductive process (GO:0048609)	6/491	0.337372964921501	1	0	0	1.26631702246657	1.37593732544367	KMT2D;CITED2;PPAT;RPS6;PTPN11;RAD23B
alpha-amino acid metabolic process (GO:1901605)	3/213	0.338462749725722	1	0	0	1.45953440852368	1.58117381275434	PPAT;ODC1;CTPS1
cardiac septum morphogenesis (GO:0060411)	1/43	0.341245830243863	1	0	0	2.40992890709724	2.5910402497246	CITED2
acylglycerol biosynthetic process (GO:0046463)	1/43	0.341245830243863	1	0	0	2.40992890709724	2.5910402497246	FASN
neutral lipid biosynthetic process (GO:0046460)	1/43	0.341245830243863	1	0	0	2.40992890709724	2.5910402497246	FASN
negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	2/126	0.343722371657796	1	0	0	1.64487211119335	1.75659348069842	KEAP1;COMMD1
purine ribonucleoside monophosphate metabolic process (GO:0009167)	5/402	0.347212341314017	1	0	0	1.28889232593509	1.36341447112674	PPAT;DHX15;DDX42;DDX21;INO80
circadian rhythm (GO:0007623)	2/127	0.347226481299651	1	0	0	1.63192036228632	1.72620950280297	OGT;ATF4
cofactor biosynthetic process (GO:0051188)	2/127	0.347226481299651	1	0	0	1.63192036228632	1.72620950280297	MAT2A;FASN
gastrulation (GO:0007369)	1/44	0.347616494290843	1	0	0	2.3551577955723	2.48859028447192	RPS6
vasculature development (GO:0001944)	1/44	0.347616494290843	1	0	0	2.3551577955723	2.48859028447192	ANP32B
regulation of nitric oxide biosynthetic process (GO:0045428)	1/44	0.347616494290843	1	0	0	2.3551577955723	2.48859028447192	HSP90AB1
protein transmembrane transport (GO:0071806)	1/44	0.347616494290843	1	0	0	2.3551577955723	2.48859028447192	TIMM9
positive regulation of intracellular transport (GO:0032388)	3/217	0.349005130723628	1	0	0	1.43263054845873	1.50808527352347	HSP90AB1;ANP32B;YWHAG
positive regulation of neuron differentiation (GO:0045666)	3/217	0.349005130723628	1	0	0	1.43263054845873	1.50808527352347	FBXW8;ARHGDIA;NME1
purine nucleoside monophosphate metabolic process (GO:0009126)	5/403	0.349122111374451	1	0	0	1.28569408195014	1.35297899002511	PPAT;DHX15;DDX42;DDX21;INO80
positive regulation of endopeptidase activity (GO:0010950)	2/128	0.350724455947595	1	0	0	1.61917098445596	1.69649350647782	TFAP4;ANP32B
regulation of protein binding (GO:0043393)	2/128	0.350724455947595	1	0	0	1.61917098445596	1.69649350647782	HSP90AB1;RAN
regulation of cellular response to stress (GO:0080135)	5/404	0.351032522276489	1	0	0	1.2825116708562	1.34263120575361	NPM1;SPRED1;DEK;EEF1E1;ATF4
eye morphogenesis (GO:0048592)	1/45	0.353925865076181	1	0	0	2.3028209556707	2.39186599532226	CITED2
cellular response to ionizing radiation (GO:0071479)	1/45	0.353925865076181	1	0	0	2.3028209556707	2.39186599532226	INO80
cellular response to interleukin-1 (GO:0071347)	1/45	0.353925865076181	1	0	0	2.3028209556707	2.39186599532226	RBMX
regulation of cellular response to oxidative stress (GO:1900407)	1/45	0.353925865076181	1	0	0	2.3028209556707	2.39186599532226	ATF4
sulfur amino acid metabolic process (GO:0000096)	1/45	0.353925865076181	1	0	0	2.3028209556707	2.39186599532226	MAT2A
regulation of intracellular protein transport (GO:0033157)	3/219	0.354270599260376	1	0	0	1.41954716445454	1.47305593465328	HSP90AB1;PTPN11;ANP32B
response to extracellular stimulus (GO:0009991)	4/313	0.35738385572584	1	0	0	1.32430598089689	1.36263781717463	SLC16A1;RPS19;AGL;OGT
response to glucocorticoid (GO:0051384)	2/130	0.357701174937616	1	0	0	1.59426066161817	1.63899138783797	TFAP4;AGL
monosaccharide metabolic process (GO:0005996)	3/221	0.359531045604464	1	0	0	1.40670058378074	1.43899104093711	AGL;SLC25A12;ATF4
cellular polysaccharide biosynthetic process (GO:0033692)	1/46	0.360174529332066	1	0	0	2.25275963054742	2.30044280538667	AGL
pigment biosynthetic process (GO:0046148)	1/46	0.360174529332066	1	0	0	2.25275963054742	2.30044280538667	PPAT
artery morphogenesis (GO:0048844)	1/46	0.360174529332066	1	0	0	2.25275963054742	2.30044280538667	CITED2
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/46	0.360174529332066	1	0	0	2.25275963054742	2.30044280538667	HSP90AB1
positive regulation of intracellular protein transport (GO:0090316)	2/131	0.361179517903923	1	0	0	1.58209073290353	1.61116982120711	HSP90AB1;ANP32B
in utero embryonic development (GO:0001701)	3/222	0.362159109070867	1	0	0	1.40036409466461	1.42231009088412	RDH10;KEAP1;YBX1
signal transduction by p53 class mediator (GO:0072331)	2/132	0.364650922957722	1	0	0	1.5701051970482	1.58394529514326	TFAP4;AEN
transcription-coupled nucleotide-excision repair (GO:0006283)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	POLD2
polysaccharide biosynthetic process (GO:0000271)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	AGL
histone H4 acetylation (GO:0043967)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	OGT
positive regulation of neuron apoptotic process (GO:0043525)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	ATF4
positive regulation of myeloid leukocyte differentiation (GO:0002763)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	OGT
skeletal muscle cell differentiation (GO:0035914)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	CITED2
L-amino acid transport (GO:0015807)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	SLC25A12
cellular response to UV (GO:0034644)	1/47	0.366363068074859	1	0	0	2.20482857457833	2.21393550435766	INO80
negative regulation of neuron apoptotic process (GO:0043524)	2/133	0.3681152003432	1	0	0	1.55829989481476	1.55730156280419	HSP90AB1;ADNP
regulation of neuron death (GO:1901214)	3/225	0.370033362058685	1	0	0	1.38169257340242	1.37362640370647	HSP90AB1;ADNP;ATF4
transforming growth factor beta receptor signaling pathway (GO:0007179)	2/134	0.371572164614933	1	0	0	1.54667079112211	1.53122292428591	CITED2;TGFBRAP1
phagocytosis (GO:0006909)	1/48	0.372492056879616	1	0	0	2.15889464594128	2.13199387997192	TXNDC5
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/48	0.372492056879616	1	0	0	2.15889464594128	2.13199387997192	AEN
T cell activation involved in immune response (GO:0002286)	1/48	0.372492056879616	1	0	0	2.15889464594128	2.13199387997192	RPS6
sperm-egg recognition (GO:0035036)	1/48	0.372492056879616	1	0	0	2.15889464594128	2.13199387997192	CCT5
Rho protein signal transduction (GO:0007266)	1/48	0.372492056879616	1	0	0	2.15889464594128	2.13199387997192	ARHGDIA
negative regulation of axonogenesis (GO:0050771)	1/48	0.372492056879616	1	0	0	2.15889464594128	2.13199387997192	ARHGDIA
chordate embryonic development (GO:0043009)	3/226	0.372654446719464	1	0	0	1.37557888944931	1.35783901833485	RDH10;KEAP1;YBX1
ribonucleoside monophosphate metabolic process (GO:0009161)	5/416	0.373990110855906	1	0	0	1.2455161418892	1.2249974136595	PPAT;DHX15;DDX42;DDX21;INO80
regulation of protein serine/threonine kinase activity (GO:0071900)	5/416	0.373990110855906	1	0	0	1.2455161418892	1.2249974136595	SPRED1;TFAP4;HSP90AB1;PTPN11;YWHAG
response to unfolded protein (GO:0006986)	2/135	0.37502163453202	1	0	0	1.53521397044713	1.50569420470614	HSP90AB1;ATF4
inositol lipid-mediated signaling (GO:0048017)	2/136	0.378463432948535	1	0	0	1.52392563242914	1.48070073333057	PTPN11;OGT
phosphatidylinositol-mediated signaling (GO:0048015)	2/136	0.378463432948535	1	0	0	1.52392563242914	1.48070073333057	PTPN11;OGT
'de novo' posttranslational protein folding (GO:0051084)	1/49	0.378562065827102	1	0	0	2.11483557153431	2.05429891327162	CCT5
regulation of response to oxidative stress (GO:1902882)	1/49	0.378562065827102	1	0	0	2.11483557153431	2.05429891327162	ATF4
tRNA aminoacylation for protein translation (GO:0006418)	1/49	0.378562065827102	1	0	0	2.11483557153431	2.05429891327162	EEF1E1
cellular glucose homeostasis (GO:0001678)	1/49	0.378562065827102	1	0	0	2.11483557153431	2.05429891327162	NME1
developmental cell growth (GO:0048588)	1/49	0.378562065827102	1	0	0	2.11483557153431	2.05429891327162	KMT2D
regulation of hormone levels (GO:0010817)	3/229	0.380505247751305	1	0	0	1.35755820530805	1.31174782458174	RDH10;PTPN11;ECE2
embryo development ending in birth or egg hatching (GO:0009792)	3/230	0.38311769213543	1	0	0	1.35165577832845	1.29679618855771	RDH10;KEAP1;YBX1
negative regulation of phosphorylation (GO:0042326)	4/325	0.383637252761168	1	0	0	1.27540852929454	1.22191512427802	NPM1;SPRED1;TFAP4;YWHAG
epithelial to mesenchymal transition (GO:0001837)	1/50	0.384573659590848	1	0	0	2.07253886010363	1.98055945280034	HNRNPAB
determination of left/right symmetry (GO:0007368)	1/50	0.384573659590848	1	0	0	2.07253886010363	1.98055945280034	CITED2
response to fatty acid (GO:0070542)	1/50	0.384573659590848	1	0	0	2.07253886010363	1.98055945280034	NME1
cellular modified amino acid biosynthetic process (GO:0042398)	1/50	0.384573659590848	1	0	0	2.07253886010363	1.98055945280034	MAT2A
cellular response to carbohydrate stimulus (GO:0071322)	1/50	0.384573659590848	1	0	0	2.07253886010363	1.98055945280034	NME1
positive regulation of protein transport (GO:0051222)	3/231	0.385727725410918	1	0	0	1.34580445461274	1.28204499427242	HSP90AB1;ANP32B;PPIA
ATP catabolic process (GO:0006200)	4/327	0.388004255085416	1	0	0	1.26760786550681	1.20009376838143	DHX15;DDX42;DDX21;INO80
positive regulation of peptidase activity (GO:0010952)	2/139	0.388741088606359	1	0	0	1.49103515115369	1.40879224505239	TFAP4;ANP32B
organ regeneration (GO:0031100)	1/51	0.39052739734238	1	0	0	2.03190084323885	1.91050930105839	PPAT
regulation of potassium ion transport (GO:0043266)	1/51	0.39052739734238	1	0	0	2.03190084323885	1.91050930105839	ATF4
mitochondrial membrane organization (GO:0007006)	1/51	0.39052739734238	1	0	0	2.03190084323885	1.91050930105839	TIMM9
regulation of glucose import (GO:0046324)	1/51	0.39052739734238	1	0	0	2.03190084323885	1.91050930105839	PTPN11
positive regulation of axonogenesis (GO:0050772)	1/51	0.39052739734238	1	0	0	2.03190084323885	1.91050930105839	ARHGDIA
response to corticosteroid (GO:0031960)	2/140	0.392150510335759	1	0	0	1.48038490007402	1.38580245439726	TFAP4;AGL
growth (GO:0040007)	4/329	0.392367443910348	1	0	0	1.25990204261619	1.1787095721967	KMT2D;NOP58;RDH10;PTPN11
positive regulation of epithelial cell differentiation (GO:0030858)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	NME2
defense response to Gram-positive bacterium (GO:0050830)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	RPL39
tRNA aminoacylation (GO:0043039)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	EEF1E1
demethylation (GO:0070988)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	KDM3A
nuclear envelope organization (GO:0006998)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	NUP35
amino acid activation (GO:0043038)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	EEF1E1
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	1/52	0.396423833067329	1	0	0	1.99282582702272	1.84390465235413	KEAP1
ribonucleoside monophosphate catabolic process (GO:0009158)	4/332	0.398903993859523	1	0	0	1.24851738560459	1.14743056113189	DHX15;DDX42;DDX21;INO80
purine ribonucleoside monophosphate catabolic process (GO:0009169)	4/332	0.398903993859523	1	0	0	1.24851738560459	1.14743056113189	DHX15;DDX42;DDX21;INO80
purine nucleoside monophosphate catabolic process (GO:0009128)	4/333	0.40108040446507	1	0	0	1.24476808414632	1.13721185876492	DHX15;DDX42;DDX21;INO80
determination of bilateral symmetry (GO:0009855)	1/53	0.402263515441293	1	0	0	1.9552253397204	1.78052183804604	CITED2
regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	1/53	0.402263515441293	1	0	0	1.9552253397204	1.78052183804604	KMT2D
regulation of Notch signaling pathway (GO:0008593)	1/53	0.402263515441293	1	0	0	1.9552253397204	1.78052183804604	POGLUT1
response to topologically incorrect protein (GO:0035966)	2/143	0.402327181906595	1	0	0	1.44932787419834	1.31959800869365	HSP90AB1;ATF4
nucleoside monophosphate catabolic process (GO:0009125)	4/335	0.405429206574264	1	0	0	1.23733663289769	1.11707865280705	DHX15;DDX42;DDX21;INO80
specification of symmetry (GO:0009799)	1/54	0.408046987902395	1	0	0	1.91901746305891	1.72015533444959	CITED2
'de novo' protein folding (GO:0006458)	1/54	0.408046987902395	1	0	0	1.91901746305891	1.72015533444959	CCT5
positive regulation of viral transcription (GO:0050434)	1/54	0.408046987902395	1	0	0	1.91901746305891	1.72015533444959	TFAP4
protein homotetramerization (GO:0051289)	1/54	0.408046987902395	1	0	0	1.91901746305891	1.72015533444959	PPAT
